year,state_po,pres_is_dem,pres_share,dem_share,is_midterm_x,simulated,pres_share_lag4,swing,dem_v,rep_v,is_midterm_y,gas_1m_nat,gas_3m_nat,gas_6m_nat,gas_yoy_nat,gas_W_nat,gas_up_nat,gas_down_nat,gas_W_padd1,gas_3m_padd1,gas_6m_padd1,gas_W_padd2,gas_3m_padd2,gas_6m_padd2,gas_W_padd3,gas_3m_padd3,gas_6m_padd3,gas_W_padd4,gas_3m_padd4,gas_6m_padd4,gas_W_padd5,gas_3m_padd5,gas_6m_padd5,spr_drawdown_3m_mb,spr_big_release,car,commute_min,rural,vehicles_hh,gas_exposure_idx,padd,unemp_rate,income_growth,gas_W_padd,gas_3m_padd,gas_6m_padd,gasW_nat_x_exp,gas3m_nat_x_exp,gasyoy_x_exp,gasup_x_exp,gasdown_x_exp,gasW_padd_x_exp,gas3m_padd_x_exp,gas6m_padd_x_exp
1990,AL,0,0.31325580608367287,0.6867441939163271,1,0,0.39132594906342455,-0.07807014297975168,689987.0,314735.0,1,1.3392499999999998,1.2745613503088766,1.1781809175954556,0.22711545236517905,1.2240565473093878,0.24786939891744542,0.0,,,,,,,,,,,,,,,,-2.687999999999988,0.0,0.923,24.3,0.411,2.1,1.6058211472723944,3,7.311178312743119,0.9375964784810525,,,,1.965615889126647,2.0467175698220523,0.3647067962803407,0.398033922543331,0.0,,,
1992,AL,0,0.41796885915914916,0.5820311408408508,0,0,0.37441096573899546,0.043557893420153704,895601.0,643150.0,0,1.11525,1.118846153846154,1.1261923076923077,0.024575103353238426,1.1234338554296395,0.02675000000000005,0.0,1.1061084564058,1.103,1.1076153846153847,1.0982030315982603,1.0904615384615384,1.1031538461538462,1.1071694944684385,1.104076923076923,1.1097307692307692,1.1861965818847355,1.1857692307692307,1.1858076923076923,1.2425671774748754,1.2403846153846154,1.2429999999999999,-3.983000000000061,0.0,0.923,24.3,0.411,2.1,1.6058211472723944,3,7.680452661390742,1.952558634100683,1.1071694944684385,1.104076923076923,1.1097307692307692,1.804033842610673,1.796666814390537,0.039463220661035,0.042955715689536635,0.0,1.7779161878323049,1.7729500712923596,1.7820291370096306
1994,AL,1,0.4980752136229756,0.4980752136229756,1,0,0.31325580608367287,0.1848194075393027,554154.0,558437.0,1,1.11425,1.1348461538461538,1.1125769230769231,0.026012891344382894,1.12027994673853,0.028249999999999886,0.0,1.09736959005405,1.1140000000000003,1.0861153846153848,1.1083466265484814,1.1204615384615384,1.1051153846153845,1.099484280155522,1.1164615384615386,1.0892307692307692,1.1977816959818226,1.2233076923076924,1.1850769230769231,1.2143483173000258,1.227153846153846,1.203846153846154,-0.0030000000000427463,0.0,0.923,24.3,0.411,2.1,1.6058211472723944,3,6.823274538644677,6.003926791583115,1.099484280155522,1.1164615384615386,1.0892307692307692,1.7989692293379234,1.822359952746895,0.041772051022509075,0.04536444741044496,0.0,1.765575108167303,1.7928375485778105,1.7491098034905466
1996,AL,1,0.45509517467188326,0.45509517467188326,0,0,0.41796885915914916,0.0371263155127341,656047.0,785513.0,0,1.2125000000000001,1.2027692307692308,1.2181153846153847,0.13423760523854078,1.2118786216553061,0.14350000000000018,0.0,1.1984479962033494,1.1858461538461538,1.2068846153846153,1.1930051446155256,1.1873076923076924,1.1952307692307693,1.1880097624348296,1.1752307692307693,1.1973076923076924,1.2684744659539449,1.2659999999999998,1.2726923076923078,1.3559162463836714,1.3223076923076924,1.3883076923076925,9.253000000000043,1.0,0.923,24.3,0.411,2.1,1.6058211472723944,3,7.458046703593049,4.659441714456013,1.1880097624348296,1.1752307692307693,1.1973076923076924,1.9460603185814118,1.9314322660577816,0.21556158525125235,0.2304353346335889,0.0,1.9077311996839028,1.8872104221559727,1.9226620120996016
1998,AL,1,0.4503917958202941,0.4503917958202941,1,0,0.4980752136229756,-0.04768341780268148,545465.0,665625.0,1,1.00375,1.002153846153846,1.0233076923076923,-0.14501703577512792,1.0146770154714897,0.0,-0.17025000000000023,0.9983346850397551,0.988230769230769,1.0047692307692306,1.0258264050313906,1.0089230769230768,1.0376153846153846,0.9683643102585713,0.957076923076923,0.9759230769230768,1.1091881249922615,1.1025384615384617,1.1152307692307692,1.151323959823419,1.139,1.162,0.0029999999999290594,0.0,0.923,24.3,0.411,2.1,1.6058211472723944,3,4.587714472371144,4.245574454096815,0.9683643102585713,0.957076923076923,0.9759230769230768,1.6293898090953567,1.6092798389742116,-0.23287142276245779,0.0,-0.27339105032312555,1.5550198876770598,1.5368943626433178,1.5671579150342203
2000,AL,1,0.3638205124171373,0.3638205124171373,0,0,0.45509517467188326,-0.09127466225474595,485660.0,849229.0,0,1.5182499999999999,1.4973076923076922,1.517769230769231,0.2431934493346981,1.5119045269230031,0.29699999999999993,0.0,1.510243834565001,1.497,1.5156538461538462,1.5219541993983414,1.4904615384615383,1.5414615384615387,1.4526875617880703,1.4369999999999998,1.4608076923076925,1.5861403248140213,1.587923076923077,1.5755769230769232,1.7094251708693244,1.7376923076923079,1.6832307692307693,4.356999999999971,0.0,0.923,24.3,0.411,2.1,1.6058211472723944,3,2.775348965714983,3.216551663968943,1.4526875617880703,1.4369999999999998,1.4608076923076925,2.4278482619898236,2.4044083562813197,0.39052518381977586,0.47692888073990103,0.0,2.3327564070988567,2.3075649886304306,2.3457958844058777
2002,AL,0,0.5780084095918943,0.4219915904081057,1,0,0.4503917958202941,0.12761661377160016,507117.0,694606.0,1,1.4297499999999999,1.3868461538461538,1.3701153846153846,0.17966171617161675,1.3814328783450758,0.21774999999999967,0.0,1.3851086300450433,1.3927692307692305,1.3748461538461536,1.4160818879812591,1.4202307692307694,1.4031153846153848,1.3370129006179245,1.3434615384615383,1.3250384615384616,1.4399788720008364,1.4523846153846154,1.4280769230769235,1.5152803982008,1.5105384615384614,1.521846153846154,-10.552999999999997,0.0,0.923,24.3,0.411,2.1,1.6058211472723944,3,7.474090106040897,0.22321167336383785,1.3370129006179245,1.3434615384615383,1.3250384615384616,2.2183341295838956,2.2270268818595382,0.2885045831836329,0.3496675548185634,0.0,2.1470035899882673,2.1573589490086436,2.127774782487741
2004,AL,0,0.6038073197985327,0.39619268020146725,0,0,0.3638205124171373,0.23998680738139544,708425.0,1079657.0,0,1.97475,1.886538461538462,1.8991538461538462,0.3088649544324771,1.900073397353828,0.46599999999999997,0.0,1.9301048425654581,1.9094615384615379,1.9318846153846154,1.8951148841318899,1.8856923076923073,1.8929615384615386,1.8358039909381914,1.822692307692308,1.8344999999999998,1.9363125073295155,1.9225384615384615,1.9386153846153844,2.150742728434278,2.118153846153846,2.1530384615384617,-5.199000000000069,0.0,0.923,24.3,0.411,2.1,1.6058211472723944,3,5.3906148333281205,2.023437961423965,1.8358039909381914,1.822692307692308,1.8344999999999998,3.05117804284048,3.029443356681191,0.4959818754789962,0.7483126546289358,0.0,2.947972870895607,2.9269178526630304,2.9458788946712073
2006,AL,0,0.555533324421206,0.444466675578794,1,0,0.5780084095918943,-0.022475085170688303,502046.0,627501.0,1,2.1935000000000002,2.453692307692308,2.661807692307692,-0.125311534243844,2.5500984908945767,0.0,-0.3142499999999999,2.5904444134096596,2.4925384615384614,2.7118076923076924,2.518594877785065,2.3960769230769228,2.6412692307692303,2.4825290440358545,2.380076923076923,2.602730769230769,2.6981636686267643,2.673769230769231,2.773230769230769,2.831365511272721,2.742,2.950269230769231,-0.6699999999999591,0.0,0.923,24.3,0.411,2.1,1.6058211472723944,3,2.8858834401908595,5.442202173732288,2.4825290440358545,2.380076923076923,2.602730769230769,4.095002084305931,3.9401909965919106,-0.20122791168591353,0.0,-0.5046292955303499,3.9864976376306966,3.8219778552119354,4.179520109887315
2008,AL,0,0.6094281970564408,0.39057180294355914,0,0,0.6038073197985327,0.005620877257908052,718367.0,1120903.0,0,2.72325,3.388846153846153,3.6617307692307697,-0.0459800315291643,3.4982563897968664,0.0,-0.13124999999999964,3.5358540662827487,3.4158461538461538,3.6937692307692305,3.4673318327702582,3.356307692307692,3.6454230769230764,3.408778832129459,3.2934615384615387,3.5762307692307687,3.5743921718887637,3.4852307692307694,3.717230769230769,3.7543610781342522,3.5979999999999994,3.9223461538461537,4.982000000000085,0.0,0.923,24.3,0.411,2.1,1.6058211472723944,3,3.417734523133711,-1.49320799271976,3.408778832129459,3.2934615384615387,3.5762307692307687,5.617574089316589,5.441880818698871,-0.07383570698178349,0.0,-0.2107640255795012,5.473889135007981,5.288710186189813,5.7427869967569904
2010,AL,1,0.3142015686192161,0.3142015686192161,1,0,0.555533324421206,-0.24133175580198984,418957.0,914445.0,1,2.78,2.7128461538461535,2.7122307692307697,0.08329274232829986,2.7153096761567306,0.21374999999999966,0.0,2.7034299883182116,2.690923076923077,2.7041538461538464,2.727525348857341,2.7287692307692306,2.7198846153846157,2.6085332519811835,2.598692307692308,2.6133461538461544,2.797673834666797,2.8053076923076925,2.7997692307692312,3.0369871060541973,3.034461538461539,3.0381153846153848,0.03700000000003456,0.0,0.923,24.3,0.411,2.1,1.6058211472723944,3,10.058262441634119,1.5381640047263572,2.6085332519811835,2.598692307692308,2.6133461538461544,4.360301699365835,4.3563457231427325,0.13375324704509442,0.3432442702294738,0.0,4.188837859394614,4.173035062946408,4.1965665189891315
2012,AL,1,0.35986201184979466,0.35986201184979466,0,0,0.6094281970564408,-0.24956618520664614,693498.0,1233624.0,0,3.5452500000000002,3.687846153846153,3.583,0.041112987299023684,3.6061508700323803,0.14000000000000057,0.0,3.652879473362548,3.7458461538461543,3.613346153846154,3.6284406023597686,3.7084615384615387,3.618153846153846,3.4446682168398164,3.526923076923077,3.4217307692307695,3.6523538117382985,3.6697692307692305,3.645461538461539,4.039775826428676,4.104230769230769,4.014846153846154,0.9980000000000473,0.0,0.923,24.3,0.411,2.1,1.6058211472723944,3,9.760984959329653,2.57850469224734,3.4446682168398164,3.526923076923077,3.4217307692307695,5.790833327352741,5.922021341733317,0.0660201044323136,0.22481496061813613,0.0,5.531521067938467,5.663607661726099,5.494687629503407
2014,AL,1,0.32014374257572875,0.32014374257572875,1,0,0.3142015686192161,0.005942173956512642,331764.0,704533.0,1,3.04725,3.265769230769231,3.4225384615384615,-0.06597701149425284,3.337322552022478,0.0,-0.21524999999999972,3.379060421397325,3.2998461538461537,3.4645000000000006,3.333666974057329,3.2559230769230774,3.428576923076923,3.176073921115627,3.0996923076923077,3.2623461538461545,3.486591137189656,3.4784615384615383,3.5278846153846155,3.718446626595878,3.639307692307692,3.815692307692307,0.0049999999999954525,0.0,0.923,24.3,0.411,2.1,1.6058211472723944,3,4.742487446139148,1.4387636019127026,3.176073921115627,3.0996923076923077,3.2623461538461545,5.359143129306771,5.244241292880732,-0.10594728029130504,0.0,-0.34565300195038245,5.100206667827829,4.977551457729877,5.238744443568915
2016,AL,1,0.3372749167674027,0.3372749167674027,0,0,0.35986201184979466,-0.022587095082391984,621911.0,1222018.0,0,2.17225,2.1655384615384614,2.1867692307692312,-0.0044683776351970295,2.1763215770315223,0.0,-0.009749999999999925,2.1980615716467478,2.188538461538462,2.2011538461538462,2.1681027822824035,2.1496153846153847,2.194692307692308,2.0162623349550235,2.0016153846153846,2.0234615384615386,2.2687778792283444,2.2584615384615385,2.273653846153846,2.6609580044743493,2.6401538461538463,2.6641538461538463,0.009000000000014552,0.0,0.923,24.3,0.411,2.1,1.6058211472723944,3,3.856389789620441,3.239359912279332,2.0162623349550235,2.0016153846153846,2.0234615384615386,3.494783211662426,3.477467456770188,-0.007175415300598403,0.0,-0.015656756185905726,3.2377566959195927,3.214236313321152,3.249317329153872
2018,AL,0,0.5897744471791995,0.4102255528208005,1,0,0.32014374257572875,0.2696307046034707,678687.0,975737.0,1,2.74275,2.766153846153846,2.780615384615385,0.13138083943487677,2.7718986696061814,0.3185000000000002,0.0,2.783531916844845,2.7758461538461536,2.7951538461538465,2.749676776489787,2.7386153846153842,2.7656538461538465,2.5842309974492723,2.5669230769230773,2.601961538461538,2.9730447387766774,2.9831538461538463,2.9709230769230768,3.4049594472183906,3.393615384615385,3.399576923076923,5.312999999999988,1.0,0.923,24.3,0.411,2.1,1.6058211472723944,3,2.760061352897549,3.9230228472654276,2.5842309974492723,2.5669230769230773,2.601961538461538,4.451173501749822,4.441948342762716,0.21097413031092407,0.511454035406258,0.0,4.149812785140875,4.122019360344601,4.178284862850952
2020,AL,0,0.6993270022387164,0.3006729977612836,0,0,0.3372749167674027,0.3620520854713137,608809.0,1416012.0,0,2.0555,2.082461538461539,2.0361153846153845,-0.1745808653749623,2.0582400697409793,0.0,-0.43474999999999975,2.0871893838772317,2.1155384615384616,2.061269230769231,2.0302616758357037,2.0423846153846155,2.018846153846154,1.818246388259445,1.8425384615384617,1.7946153846153847,2.2686630780307606,2.303,2.241076923076923,2.7834704216542483,2.822230769230769,2.7529230769230773,16.87099999999998,1.0,0.923,24.3,0.411,2.1,1.6058211472723944,3,8.290596706095817,-4.807880688514893,1.818246388259445,1.8425384615384617,1.7946153846153847,3.3051654301534725,3.344060776842944,-0.28034564552822944,0.0,-0.6981307437766731,2.9197785012186697,2.9587872262012054,2.8818313358357663
2022,AL,1,0.2526224628905739,0.2526224628905739,1,0,0.5897744471791995,-0.3371519842886256,318540.0,942393.0,1,3.62475,3.635307692307692,4.0403076923076915,0.10865575776112557,3.8738986772873534,0.3552500000000003,0.0,3.82382877914787,3.5600769230769234,4.019576923076924,3.9388069790973996,3.6933846153846153,4.098346153846155,3.513940256088905,3.237846153846154,3.7161153846153847,4.158228866240334,3.934,4.312615384615385,5.230088761075263,5.0833076923076925,5.301615384615384,68.339,1.0,0.923,24.3,0.411,2.1,1.6058211472723944,3,2.093580344512977,1.8291497337131224,3.513940256088905,3.237846153846154,3.7161153846153847,6.220788418378589,5.837653969149699,0.17448171358572204,0.5704679625685186,0.0,5.642759573479337,5.199401825460741,5.967416670319673
1976,AR,0,0.22410466640704196,0.775895333592958,0,0,,,260998.0,75385.0,0,0.6625446938792028,0.6537463147199821,0.6432409306011186,0.030860181351207494,0.6477281449730842,0.019834163523119508,0.0,,,,,,,,,,,,,,,,,,0.912,22.2,0.432,2.1,1.296569526891484,3,7.724322403475432,1.8367198570272194,,,,0.8398245744820504,0.8476275499835385,0.0400123707343205,0.025716372015459392,0.0,,,
1978,AR,1,0.33379822069760384,0.33379822069760384,1,0,,,97890.0,195371.0,1,0.8693031056797943,0.8494588212214288,0.8379354040210495,0.10386909062851513,0.844906233086199,0.08179749196174457,0.0,,,,,,,,,,,,,,,,-7.048838340271487,0.0,0.912,22.2,0.432,2.1,1.296569526891484,3,5.308708481648579,6.082994298840866,,,,1.0954796749002391,1.1013824219448658,0.13467349769486253,0.10605613545374913,0.0,,,
1980,AR,1,0.2099002626235547,0.2099002626235547,0,0,0.22410466640704196,-0.014204403783487252,42280.0,159149.0,0,1.2805956222503239,1.2358756106274376,1.1825130917444873,0.2857125495190298,1.2103020753581832,0.28457545994469824,0.0,,,,,,,,,,,,,,,,-17.262120550021706,0.0,0.912,22.2,0.432,2.1,1.296569526891484,3,5.93485023221999,-1.1591067363331835,,,,1.569240789242941,1.6023986557679406,0.3704461851568482,0.3689718694654239,0.0,,,
1982,AR,0,0.4764935369409856,0.5235064630590144,1,0,0.33379822069760384,0.14269531624338178,397466.0,361772.0,1,1.2264370400705893,1.2630051426220712,1.258107679548761,-0.09526084504710253,1.2556295072510915,0.0,-0.1291327209556592,,,,,,,,,,,,,,,,62.13425872740373,1.0,0.912,22.2,0.432,2.1,1.296569526891484,3,8.333934781882867,-3.117506565256841,,,,1.6280109561675349,1.6375739802310103,-0.1235123087940047,0.0,-0.1674295509156891,,,
1984,AR,0,0.21019628531828394,0.7898037146817161,0,0,0.2099002626235547,0.0002960226947292255,341335.0,90842.0,0,1.0416121602347792,1.0553137359739488,1.0479439422796537,-0.07414451062033622,1.0485242589049686,0.0,-0.08341455525477737,,,,,,,,,,,,,,,,-12.194000000000017,0.0,0.912,22.2,0.432,2.1,1.296569526891484,3,6.5274946017656195,5.677566342437965,,,,1.359484602302659,1.3682876313738275,-0.09613351305660996,0.0,-0.10815277044255024,,,
1986,AR,0,0.4096277194284257,0.5903722805715743,1,0,0.4764935369409856,-0.06686581751255993,386672.0,268291.0,1,1.0112896670181926,0.996666882063704,0.9683070161787384,0.010827095919767826,0.9813733653455925,0.01083205057687242,0.0,,,,,,,,,,,,,,,,-4.119999999999948,0.0,0.912,22.2,0.432,2.1,1.296569526891484,3,5.042713764764564,3.7580335392300226,,,,1.2724188000100385,1.2922479077457474,0.014038082634302089,0.014044506691720101,0.0,,,
1988,AR,0,0.4171434890026918,0.5828565109973082,0,0,0.21019628531828394,0.2069472036844079,353165.0,252756.0,0,1.0921005388969864,1.103898087704506,1.087905527619594,0.045878071524640074,1.0944917906397,0.047905647895050585,0.0,,,,,,,,,,,,,,,,-4.353999999999928,0.0,0.912,22.2,0.432,2.1,1.296569526891484,3,5.963523770395501,3.248636858330286,,,,1.4190847031763292,1.4312806213114453,0.05948410949139625,0.06211300322671576,0.0,,,
1990,AR,0,0.44488032104842945,0.5551196789515705,1,0,0.4096277194284257,0.035252601620003765,369194.0,295877.0,1,1.3392499999999998,1.2745613503088766,1.1781809175954556,0.22711545236517905,1.2240565473093878,0.24786939891744542,0.0,,,,,,,,,,,,,,,,-2.687999999999988,0.0,0.912,22.2,0.432,2.1,1.296569526891484,3,7.211081496759134,1.6517124612449052,,,,1.5870744184333565,1.6525574069641513,0.2944709746228656,0.3213799092852687,0.0,,,
1992,AR,0,0.4046040288086231,0.5953959711913769,0,0,0.4171434890026918,-0.012539460194068708,525197.0,356900.0,0,1.11525,1.118846153846154,1.1261923076923077,0.024575103353238426,1.1234338554296395,0.02675000000000005,0.0,1.1061084564058,1.103,1.1076153846153847,1.0982030315982603,1.0904615384615384,1.1031538461538462,1.1071694944684385,1.104076923076923,1.1097307692307692,1.1861965818847355,1.1857692307692307,1.1858076923076923,1.2425671774748754,1.2403846153846154,1.2429999999999999,-3.983000000000061,0.0,0.912,22.2,0.432,2.1,1.296569526891484,3,8.002258604860163,0.7129065893005389,1.1071694944684385,1.104076923076923,1.1097307692307692,1.4566101024282836,1.4506618283566646,0.03186333012801767,0.034683234844347266,0.0,1.4355222276316268,1.4315124938056514,1.438843098438461
1994,AR,1,0.4740723711305309,0.4740723711305309,1,0,0.44488032104842945,0.02919205008210146,336123.0,372889.0,1,1.11425,1.1348461538461538,1.1125769230769231,0.026012891344382894,1.12027994673853,0.028249999999999886,0.0,1.09736959005405,1.1140000000000003,1.0861153846153848,1.1083466265484814,1.1204615384615384,1.1051153846153845,1.099484280155522,1.1164615384615386,1.0892307692307692,1.1977816959818226,1.2233076923076924,1.1850769230769231,1.2143483173000258,1.227153846153846,1.203846153846154,-0.0030000000000427463,0.0,0.912,22.2,0.432,2.1,1.296569526891484,3,5.453746042069429,5.970052979611937,1.099484280155522,1.1164615384615386,1.0892307692307692,1.4525208405287928,1.4714069407869281,0.03372752222346611,0.03662808913468428,0.0,1.425557812945869,1.4475700087156156,1.4122634231371858
1996,AR,1,0.46446023024195016,0.46446023024195016,0,0,0.4046040288086231,0.05985620143332704,395506.0,456033.0,0,1.2125000000000001,1.2027692307692308,1.2181153846153847,0.13423760523854078,1.2118786216553061,0.14350000000000018,0.0,1.1984479962033494,1.1858461538461538,1.2068846153846153,1.1930051446155256,1.1873076923076924,1.1952307692307693,1.1880097624348296,1.1752307692307693,1.1973076923076924,1.2684744659539449,1.2659999999999998,1.2726923076923078,1.3559162463836714,1.3223076923076924,1.3883076923076925,9.253000000000043,1.0,0.912,22.2,0.432,2.1,1.296569526891484,3,5.881117688364469,6.136041446827708,1.1880097624348296,1.1752307692307693,1.1973076923076924,1.571284891129524,1.5594739324980957,0.17404838831518063,0.1860577271089282,0.0,1.5403372556225914,1.5237684024498535,1.5523926681589193
1998,AR,1,0.34506912480138907,0.34506912480138907,1,0,0.4740723711305309,-0.12900324632914184,168529.0,319863.0,1,1.00375,1.002153846153846,1.0233076923076923,-0.14501703577512792,1.0146770154714897,0.0,-0.17025000000000023,0.9983346850397551,0.988230769230769,1.0047692307692306,1.0258264050313906,1.0089230769230768,1.0376153846153846,0.9683643102585713,0.957076923076923,0.9759230769230768,1.1091881249922615,1.1025384615384617,1.1152307692307692,1.151323959823419,1.139,1.162,0.0029999999999290594,0.0,0.912,22.2,0.432,2.1,1.296569526891484,3,5.298477004752337,3.1863136223666277,0.9683643102585713,0.957076923076923,0.9759230769230768,1.3155992978975324,1.2993621381801732,-0.18802466946616303,0.0,-0.22074096195327547,1.2555516556105542,1.2409167733526034,1.265352122128635
2000,AR,1,0.5618319307271155,0.5618319307271155,0,0,0.46446023024195016,0.0973717004851653,355366.0,277147.0,0,1.5182499999999999,1.4973076923076922,1.517769230769231,0.2431934493346981,1.5119045269230031,0.29699999999999993,0.0,1.510243834565001,1.497,1.5156538461538462,1.5219541993983414,1.4904615384615383,1.5414615384615387,1.4526875617880703,1.4369999999999998,1.4608076923076925,1.5861403248140213,1.587923076923077,1.5755769230769232,1.7094251708693244,1.7376923076923079,1.6832307692307693,4.356999999999971,0.0,0.912,22.2,0.432,2.1,1.296569526891484,3,3.953862301320716,5.570158110987231,1.4526875617880703,1.4369999999999998,1.4608076923076925,1.9602893371776513,1.9413635262263644,0.31531721554699765,0.3850811494867707,0.0,1.883510424708702,1.8631704101430624,1.8940387384948254
2002,AR,0,0.4198409351533311,0.5801590648466689,1,0,0.34506912480138907,0.07477181035194203,392086.0,283739.0,1,1.4297499999999999,1.3868461538461538,1.3701153846153846,0.17966171617161675,1.3814328783450758,0.21774999999999967,0.0,1.3851086300450433,1.3927692307692305,1.3748461538461536,1.4160818879812591,1.4202307692307694,1.4031153846153848,1.3370129006179245,1.3434615384615383,1.3250384615384616,1.4399788720008364,1.4523846153846154,1.4280769230769235,1.5152803982008,1.5105384615384614,1.521846153846154,-10.552999999999997,0.0,0.912,22.2,0.432,2.1,1.296569526891484,3,5.6951539492728145,3.2659836835444223,1.3370129006179245,1.3434615384615383,1.3250384615384616,1.791123773508216,1.798142461563582,0.23294390633714523,0.2823280144806202,0.0,1.7335301840019932,1.741891291319982,1.718004491189943
2004,AR,0,0.4562999460611231,0.5437000539388769,0,0,0.5618319307271155,-0.10553198466599234,426381.0,357840.0,0,1.97475,1.886538461538462,1.8991538461538462,0.3088649544324771,1.900073397353828,0.46599999999999997,0.0,1.9301048425654581,1.9094615384615379,1.9318846153846154,1.8951148841318899,1.8856923076923073,1.8929615384615386,1.8358039909381914,1.822692307692308,1.8344999999999998,1.9363125073295155,1.9225384615384615,1.9386153846153844,2.150742728434278,2.118153846153846,2.1530384615384617,-5.199000000000069,0.0,0.912,22.2,0.432,2.1,1.296569526891484,3,6.907926103980995,4.34537982409268,1.8358039909381914,1.822692307692308,1.8344999999999998,2.4635772658661477,2.4460282805395117,0.4004648878418766,0.6042013995314316,0.0,2.380247511996229,2.363247303053363,2.3785567970824273
2006,AR,0,0.401621994964686,0.598378005035314,1,0,0.4198409351533311,-0.018218940188645116,456569.0,306442.0,1,2.1935000000000002,2.453692307692308,2.661807692307692,-0.125311534243844,2.5500984908945767,0.0,-0.3142499999999999,2.5904444134096596,2.4925384615384614,2.7118076923076924,2.518594877785065,2.3960769230769228,2.6412692307692303,2.4825290440358545,2.380076923076923,2.602730769230769,2.6981636686267643,2.673769230769231,2.773230769230769,2.831365511272721,2.742,2.950269230769231,-0.6699999999999591,0.0,0.912,22.2,0.432,2.1,1.296569526891484,3,3.1411715616981954,5.274332463626793,2.4825290440358545,2.380076923076923,2.602730769230769,3.306379993865869,3.181382674521889,-0.16247511666858683,0.0,-0.40744697382564876,3.218771508119936,3.0859352101191853,3.3746214020874468
2008,AR,0,0.34121374140211014,0.6587862585978899,0,0,0.4562999460611231,-0.11508620465901298,415482.0,215196.0,0,2.72325,3.388846153846153,3.6617307692307697,-0.0459800315291643,3.4982563897968664,0.0,-0.13124999999999964,3.5358540662827487,3.4158461538461538,3.6937692307692305,3.4673318327702582,3.356307692307692,3.6454230769230764,3.408778832129459,3.2934615384615387,3.5762307692307687,3.5743921718887637,3.4852307692307694,3.717230769230769,3.7543610781342522,3.5979999999999994,3.9223461538461537,4.982000000000085,0.0,0.912,22.2,0.432,2.1,1.296569526891484,3,4.872444519429209,0.2049485682835706,3.408778832129459,3.2934615384615387,3.5762307692307687,4.535732632264034,4.393874654400332,-0.05961630772622408,0.0,-0.17017475040450683,4.419718757651799,4.2702018687583765,4.636831836516306
2010,AR,1,0.42205503871133015,0.42205503871133015,1,0,0.401621994964686,0.020433043746644175,317975.0,435422.0,1,2.78,2.7128461538461535,2.7122307692307697,0.08329274232829986,2.7153096761567306,0.21374999999999966,0.0,2.7034299883182116,2.690923076923077,2.7041538461538464,2.727525348857341,2.7287692307692306,2.7198846153846157,2.6085332519811835,2.598692307692308,2.6133461538461544,2.797673834666797,2.8053076923076925,2.7997692307692312,3.0369871060541973,3.034461538461539,3.0381153846153848,0.03700000000003456,0.0,0.912,22.2,0.432,2.1,1.296569526891484,3,10.39672279297865,1.3357515478625483,2.6085332519811835,2.598692307692308,2.6133461538461544,3.520587782178401,3.5173936542216895,0.10799483151409804,0.2771417363730543,0.0,3.3821447244019476,3.369385255921155,3.388384986295988
2012,AR,1,0.32341109192761586,0.32341109192761586,0,0,0.34121374140211014,-0.01780264947449428,304770.0,637591.0,0,3.5452500000000002,3.687846153846153,3.583,0.041112987299023684,3.6061508700323803,0.14000000000000057,0.0,3.652879473362548,3.7458461538461543,3.613346153846154,3.6284406023597686,3.7084615384615387,3.618153846153846,3.4446682168398164,3.526923076923077,3.4217307692307695,3.6523538117382985,3.6697692307692305,3.645461538461539,4.039775826428676,4.104230769230769,4.014846153846154,0.9980000000000473,0.0,0.912,22.2,0.432,2.1,1.296569526891484,3,7.113094726036209,2.0125365935497816,3.4446682168398164,3.526923076923077,3.4217307692307695,4.6756253274571975,4.781548942940886,0.05330584649139073,0.1815197337648085,0.0,4.466251840206133,4.572900985228811,4.436511844611573
2014,AR,1,0.33329713960531393,0.33329713960531393,1,0,0.42205503871133015,-0.08875789910601622,254774.0,509631.0,1,3.04725,3.265769230769231,3.4225384615384615,-0.06597701149425284,3.337322552022478,0.0,-0.21524999999999972,3.379060421397325,3.2998461538461537,3.4645000000000006,3.333666974057329,3.2559230769230774,3.428576923076923,3.176073921115627,3.0996923076923077,3.2623461538461545,3.486591137189656,3.4784615384615383,3.5278846153846155,3.718446626595878,3.639307692307692,3.815692307692307,0.0049999999999954525,0.0,0.912,22.2,0.432,2.1,1.296569526891484,3,6.846915384402141,3.176887017324737,3.176073921115627,3.0996923076923077,3.2623461538461545,4.327070722360064,4.234296866475228,-0.08554378257881741,0.0,-0.2790865906633916,4.118000661273269,4.018966588893788,4.229858609248561
2016,AR,1,0.12772637485919322,0.12772637485919322,0,0,0.32341109192761586,-0.19568471706842264,111347.0,760415.0,0,2.17225,2.1655384615384614,2.1867692307692312,-0.0044683776351970295,2.1763215770315223,0.0,-0.009749999999999925,2.1980615716467478,2.188538461538462,2.2011538461538462,2.1681027822824035,2.1496153846153847,2.194692307692308,2.0162623349550235,2.0016153846153846,2.0234615384615386,2.2687778792283444,2.2584615384615385,2.273653846153846,2.6609580044743493,2.6401538461538463,2.6641538461538463,0.009000000000014552,0.0,0.912,22.2,0.432,2.1,1.296569526891484,3,7.799553797225405,4.787004341939997,2.0162623349550235,2.0016153846153846,2.0234615384615386,2.8217522374954895,2.807771178542235,-0.005793562276439901,0.0,-0.012641552887191872,2.614224301721754,2.595233512249485,2.6235585696061916
